customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
14796,4992.0,27,8983.629999999985,5,5,5,555,Champions
16161,4992.0,26,5371.409999999998,5,5,5,555,Champions
14442,4992.0,5,1472.5199999999998,5,4,4,544,Loyal Customers
13298,4992.0,1,351.36,5,2,2,522,Others
13318,4992.0,3,637.2399999999999,5,3,3,533,Others
17405,4992.0,5,1083.6200000000003,5,4,4,544,Loyal Customers
14217,4992.0,24,2003.3400000000001,5,5,4,554,Loyal Customers
12621,4992.0,23,14412.489999999998,5,5,5,555,Champions
15208,4992.0,6,858.82,5,4,3,543,Loyal Customers
14653,4992.0,7,1938.9699999999993,5,5,4,554,Loyal Customers
14606,4992.0,128,11936.190000000053,5,5,5,555,Champions
12558,4992.0,2,-5.684341886080802e-14,5,2,1,521,Others
13680,4992.0,5,2326.8800000000024,5,4,5,545,Loyal Customers
15156,4992.0,3,1085.6100000000001,5,3,4,534,Others
13394,4992.0,10,2890.3900000000003,5,5,5,555,Champions
13263,4992.0,35,8877.489999999965,5,5,5,555,Champions
17451,4992.0,10,1824.2299999999989,5,5,4,554,Loyal Customers
13924,4992.0,11,2643.3200000000006,5,5,5,555,Champions
13081,4992.0,21,29341.150000000023,5,5,5,555,Champions
17522,4992.0,5,1439.5300000000004,5,4,4,544,Loyal Customers
17144,4992.0,2,1140.0900000000001,5,3,4,534,Others
15399,4992.0,3,1119.8899999999999,5,3,4,534,Others
17673,4992.0,7,1703.8900000000017,5,5,4,554,Loyal Customers
14621,4992.0,6,1769.5399999999997,5,4,4,544,Loyal Customers
16401,4992.0,20,4112.09,5,5,5,555,Champions
17554,4992.0,5,2091.87,5,4,4,544,Loyal Customers
12476,4992.0,20,6721.900000000007,5,5,5,555,Champions
17528,4992.0,11,3532.070000000002,5,5,5,555,Champions
12358,4992.0,2,1023.5800000000002,5,3,4,534,Others
14138,4992.0,2,964.4199999999998,5,3,4,534,Others
17526,4992.0,8,712.1499999999999,5,5,3,553,Loyal Customers
15520,4992.0,1,395.4599999999999,5,1,2,512,Others
12437,4992.0,19,4924.949999999999,5,5,5,555,Champions
13510,4992.0,5,1740.6999999999987,5,4,4,544,Loyal Customers
13860,4992.0,6,1289.5800000000004,5,4,4,544,Loyal Customers
16210,4992.0,18,21802.029999999984,5,5,5,555,Champions
16019,4992.0,10,3658.0899999999997,5,5,5,555,Champions
14415,4992.0,18,5732.809999999998,5,5,5,555,Champions
15796,4992.0,10,2595.840000000001,5,5,5,555,Champions
15453,4992.0,7,1489.7200000000007,5,5,4,554,Loyal Customers
14251,4992.0,5,2880.7799999999997,5,4,5,545,Loyal Customers
15950,4992.0,5,1635.1699999999987,5,4,4,544,Loyal Customers
14569,4992.0,1,258.65,5,2,2,522,Others
14129,4992.0,5,1114.2599999999998,5,4,4,544,Loyal Customers
17436,4992.0,2,216.30000000000004,5,2,1,521,Others
14911,4992.0,248,147817.27999999886,5,5,5,555,Champions
15187,4992.0,18,5043.140000000001,5,5,5,555,Champions
14702,4992.0,18,3296.5499999999956,5,5,5,555,Champions
15443,4992.0,8,3160.070000000002,5,5,5,555,Champions
13404,4992.0,2,252.49,5,2,2,522,Others
16358,4992.0,5,1980.3499999999992,5,4,4,544,Loyal Customers
13883,4992.0,9,2428.310000000001,5,5,5,555,Champions
13269,4992.0,17,5808.279999999998,5,5,5,555,Champions
14520,4992.0,2,254.94,5,2,2,522,Others
17644,4992.0,17,2838.0700000000006,5,5,5,555,Champions
16892,4992.0,7,497.86999999999983,5,5,3,553,Loyal Customers
17841,4992.0,169,40511.66,5,5,5,555,Champions
13599,4992.0,33,5685.74,5,5,5,555,Champions
14291,4992.0,12,3802.439999999999,5,5,5,555,Champions
15951,4992.0,3,644.8199999999997,5,3,3,533,Others
14698,4992.0,5,1309.4800000000014,5,4,4,544,Loyal Customers
13521,4992.0,3,1503.0100000000011,5,3,4,534,Others
16891,4992.0,5,835.2900000000003,5,4,3,543,Loyal Customers
16933,4992.0,5,542.24,5,4,3,543,Loyal Customers
15755,4992.0,8,2392.9200000000005,5,5,5,555,Champions
17530,4992.0,10,2365.8200000000015,5,5,5,555,Champions
13013,4992.0,15,4648.27,5,5,5,555,Champions
16322,4992.0,2,336.0499999999999,5,2,2,522,Others
16794,4992.0,12,1360.8700000000017,5,5,4,554,Loyal Customers
17668,4992.0,2,340.55,5,2,2,522,Others
14769,4993.0,10,10749.779999999995,5,5,5,555,Champions
17590,4993.0,3,1527.5300000000007,5,3,4,534,Others
16426,4993.0,10,2113.7500000000023,5,5,4,554,Loyal Customers
12839,4993.0,16,5325.24,5,5,5,555,Champions
17735,4993.0,19,14206.400000000012,5,5,5,555,Champions
18092,4993.0,12,9662.579999999998,5,5,5,555,Champions
12462,4993.0,4,1107.8499999999997,5,4,4,544,Loyal Customers
13767,4993.0,52,17239.000000000004,5,5,5,555,Champions
15298,4993.0,14,4220.039999999997,5,5,5,555,Champions
13949,4993.0,6,3886.32,5,4,5,545,Loyal Customers
13534,4993.0,43,5417.750000000007,5,5,5,555,Champions
17097,4993.0,9,958.5699999999999,5,5,4,554,Loyal Customers
13882,4993.0,6,2055.6799999999994,5,4,4,544,Loyal Customers
17049,4993.0,11,5891.340000000006,5,5,5,555,Champions
18219,4993.0,11,1918.77,5,5,4,554,Loyal Customers
12783,4993.0,8,1756.0500000000004,5,5,4,554,Loyal Customers
17091,4993.0,10,3648.07,5,5,5,555,Champions
15969,4993.0,4,597.5000000000001,5,4,3,543,Loyal Customers
14085,4993.0,19,4512.209999999998,5,5,5,555,Champions
14527,4993.0,86,7262.699999999951,5,5,5,555,Champions
13089,4993.0,118,57251.92000000018,5,5,5,555,Champions
16779,4993.0,28,10874.309999999985,5,5,5,555,Champions
13743,4993.0,8,1325.9499999999996,5,5,4,554,Loyal Customers
16971,4993.0,2,523.4499999999999,5,3,3,533,Others
14708,4993.0,4,1112.7499999999998,5,4,4,544,Loyal Customers
16458,4993.0,18,3412.100000000002,5,5,5,555,Champions
12615,4993.0,4,2334.370000000001,5,4,5,545,Loyal Customers
14794,4993.0,9,1296.5499999999995,5,5,4,554,Loyal Customers
15750,4993.0,9,2609.22,5,5,5,555,Champions
14132,4993.0,12,3869.07,5,5,5,555,Champions
13267,4993.0,27,4178.020000000004,5,5,5,555,Champions
12935,4993.0,8,2080.83,5,5,4,554,Loyal Customers
14910,4993.0,7,514.2199999999999,5,5,3,553,Loyal Customers
17017,4993.0,27,8638.039999999999,5,5,5,555,Champions
12720,4993.0,29,6457.2199999999975,5,5,5,555,Champions
12950,4993.0,3,2044.8,5,3,4,534,Others
14032,4993.0,18,3008.160000000001,5,5,5,555,Champions
14087,4993.0,2,278.89,5,2,2,522,Others
13109,4993.0,5,749.4000000000001,5,4,3,543,Loyal Customers
17835,4993.0,3,505.12999999999977,5,3,3,533,Others
15883,4993.0,2,499.15999999999997,5,3,3,533,Others
12347,4993.0,7,4737.579999999998,5,5,5,555,Champions
14534,4993.0,25,4115.840000000001,5,5,5,555,Champions
12912,4993.0,5,1796.0999999999997,5,4,4,544,Loyal Customers
16191,4993.0,25,5887.550000000004,5,5,5,555,Champions
16525,4993.0,29,13455.07000000001,5,5,5,555,Champions
15568,4993.0,3,744.23,5,3,3,533,Others
16817,4993.0,13,1714.1699999999996,5,5,4,554,Loyal Customers
15195,4993.0,1,4141.8,5,1,5,515,Big Spenders
14189,4993.0,24,5808.110000000001,5,5,5,555,Champions
17870,4993.0,13,2038.7800000000013,5,5,4,554,Loyal Customers
14904,4993.0,2,2682.2799999999997,5,3,5,535,Big Spenders
17449,4993.0,8,2562.26,5,5,5,555,Champions
12471,4993.0,49,18511.209999999945,5,5,5,555,Champions
17266,4993.0,3,346.46,5,3,2,532,Others
12583,4993.0,18,7605.369999999995,5,5,5,555,Champions
17511,4993.0,46,107507.15000000014,5,5,5,555,Champions
18272,4993.0,7,3585.0400000000013,5,5,5,555,Champions
16672,4993.0,23,8104.400000000001,5,5,5,555,Champions
17232,4993.0,2,407.92,5,2,2,522,Others
12747,4993.0,11,4112.8899999999985,5,5,5,555,Champions
17434,4993.0,9,2998.8999999999996,5,5,5,555,Champions
17412,4993.0,7,1255.5599999999997,5,5,4,554,Loyal Customers
13870,4993.0,10,2754.6500000000015,5,5,5,555,Champions
16271,4993.0,6,1362.0899999999995,5,4,4,544,Loyal Customers
12828,4993.0,6,1150.5400000000002,5,4,4,544,Loyal Customers
18273,4993.0,3,236.0,5,3,1,531,Others
14204,4993.0,1,160.86000000000004,5,1,1,511,Others
15525,4993.0,4,890.6800000000002,5,4,3,543,Loyal Customers
13668,4993.0,29,6351.779999999983,5,5,5,555,Champions
17042,4993.0,5,1087.4000000000003,5,4,4,544,Loyal Customers
13756,4993.0,15,5233.759999999995,5,5,5,555,Champions
14395,4993.0,12,3406.9099999999994,5,5,5,555,Champions
17503,4993.0,2,754.1199999999999,5,3,3,533,Others
12569,4993.0,35,4560.8899999999985,5,5,5,555,Champions
15701,4993.0,4,1864.310000000001,5,4,4,544,Loyal Customers
13014,4993.0,16,3266.9000000000005,5,5,5,555,Champions
17238,4993.0,17,3986.5700000000015,5,5,5,555,Champions
16539,4993.0,4,1426.6099999999997,5,4,4,544,Loyal Customers
16000,4993.0,3,14513.1,5,3,5,535,Big Spenders
18237,4993.0,5,969.66,5,4,4,544,Loyal Customers
14739,4993.0,8,4443.329999999999,5,5,5,555,Champions
16368,4993.0,2,519.3899999999999,5,3,3,533,Others
13769,4993.0,16,2821.2900000000013,5,5,5,555,Champions
17602,4993.0,8,5280.779999999996,5,5,5,555,Champions
12785,4993.0,2,282.0,5,2,2,522,Others
15984,4993.0,11,3096.9800000000023,5,5,5,555,Champions
12375,4993.0,3,396.35,5,3,2,532,Others
14141,4993.0,6,832.9300000000002,5,4,3,543,Loyal Customers
15136,4993.0,5,1232.2300000000005,5,4,4,544,Loyal Customers
16678,4993.0,17,3150.7400000000016,5,5,5,555,Champions
16393,4993.0,20,2924.430000000002,5,5,5,555,Champions
12826,4993.0,8,1531.2599999999993,5,5,4,554,Loyal Customers
13685,4993.0,7,8619.050000000001,5,5,5,555,Champions
15471,4993.0,1,549.6899999999999,5,1,3,513,Others
15061,4994.0,55,58650.7600000001,5,5,5,555,Champions
13104,4994.0,6,1111.3199999999997,5,4,4,544,Loyal Customers
17728,4994.0,5,2763.8000000000015,5,4,5,545,Loyal Customers
17861,4994.0,9,2035.9599999999996,5,5,4,554,Loyal Customers
14572,4994.0,10,2739.450000000004,5,5,5,555,Champions
15318,4994.0,1,918.7399999999999,5,2,3,523,Others
16711,4994.0,5,1837.2700000000002,5,4,4,544,Loyal Customers
14547,4994.0,9,5174.450000000001,5,5,5,555,Champions
14578,4994.0,1,244.89999999999998,5,1,1,511,Others
14655,4994.0,5,1854.2399999999996,5,4,4,544,Loyal Customers
12921,4994.0,50,15866.970000000001,5,5,5,555,Champions
16201,4994.0,5,1951.3400000000004,5,4,4,544,Loyal Customers
17593,4994.0,6,5727.8499999999985,5,4,5,545,Loyal Customers
14071,4994.0,9,1612.300000000002,5,5,4,554,Loyal Customers
12682,4994.0,31,12320.109999999997,5,5,5,555,Champions
12709,4994.0,26,9820.03999999999,5,5,5,555,Champions
12442,4994.0,1,169.98000000000002,5,1,1,511,Others
17857,4994.0,25,33945.02,5,5,5,555,Champions
12650,4994.0,1,506.20000000000016,5,1,3,513,Others
16353,4994.0,23,5723.769999999998,5,5,5,555,Champions
12749,4994.0,8,3748.890000000002,5,5,5,555,Champions
15194,4994.0,22,10534.649999999983,5,5,5,555,Champions
16929,4994.0,7,1695.9900000000002,5,5,4,554,Loyal Customers
14562,4994.0,22,4636.35,5,5,5,555,Champions
12766,4994.0,7,6758.6500000000015,5,5,5,555,Champions
13881,4994.0,22,19193.779999999988,5,5,5,555,Champions
14543,4994.0,21,3062.7300000000014,5,5,5,555,Champions
12479,4994.0,3,473.86,5,3,2,532,Others
12716,4994.0,2,1065.8500000000001,5,3,4,534,Others
17666,4994.0,2,979.7999999999998,5,3,4,534,Others
14737,4994.0,3,1179.1499999999999,5,3,4,534,Others
16569,4994.0,1,119.88,5,1,1,511,Others
12989,4994.0,19,7477.4999999999945,5,5,5,555,Champions
16495,4994.0,3,683.5000000000003,5,3,3,533,Others
17611,4994.0,19,4037.9300000000003,5,5,5,555,Champions
15907,4994.0,3,1214.6200000000003,5,3,4,534,Others
16554,4994.0,7,614.6999999999998,5,5,3,553,Loyal Customers
16764,4994.0,18,2868.570000000002,5,5,5,555,Champions
15992,4994.0,1,41.989999999999995,5,1,1,511,Others
16949,4994.0,7,1780.5699999999997,5,5,4,554,Loyal Customers
15822,4994.0,2,867.29,5,3,3,533,Others
16143,4994.0,7,2563.7599999999993,5,5,5,555,Champions
12478,4994.0,1,582.4900000000002,5,1,3,513,Others
12584,4994.0,18,1854.430000000001,5,5,4,554,Loyal Customers
13225,4994.0,8,10924.800000000001,5,5,5,555,Champions
18225,4994.0,17,5204.079999999999,5,5,5,555,Champions
13709,4994.0,17,6265.830000000003,5,5,5,555,Champions
17290,4994.0,2,685.1400000000006,5,3,3,533,Others
15622,4994.0,16,3164.390000000003,5,5,5,555,Champions
16987,4994.0,7,1589.5400000000006,5,5,4,554,Loyal Customers
17346,4994.0,16,2613.85,5,5,5,555,Champions
18283,4994.0,16,2029.6699999999992,5,5,4,554,Loyal Customers
13255,4994.0,3,388.26000000000005,5,3,2,532,Others
14418,4994.0,3,2495.6800000000007,5,3,5,535,Big Spenders
14869,4994.0,3,770.7899999999998,5,3,3,533,Others
17744,4994.0,7,6704.739999999995,5,4,5,545,Loyal Customers
13914,4994.0,3,640.87,5,3,3,533,Others
17119,4994.0,3,664.2700000000001,5,3,3,533,Others
14282,4994.0,15,3848.3400000000015,5,5,5,555,Champions
14113,4994.0,8,1419.4,5,5,4,554,Loyal Customers
17730,4994.0,15,5371.729999999999,5,5,5,555,Champions
14216,4994.0,4,1778.7599999999998,5,4,4,544,Loyal Customers
16790,4994.0,8,1661.8199999999997,5,5,4,554,Loyal Customers
14121,4994.0,6,3886.4,5,4,5,545,Loyal Customers
14298,4994.0,45,82598.81999999988,5,5,5,555,Champions
14503,4994.0,6,3521.700000000001,5,4,5,545,Loyal Customers
17884,4994.0,4,729.4099999999995,5,4,3,543,Loyal Customers
14871,4994.0,4,521.1799999999998,5,4,3,543,Loyal Customers
13507,4994.0,4,2707.8000000000006,5,4,5,545,Loyal Customers
12967,4994.0,4,1154.0500000000002,5,4,4,544,Loyal Customers
17659,4994.0,14,3015.170000000002,5,5,5,555,Champions
12971,4994.0,89,12159.560000000001,5,5,5,555,Champions
16015,4994.0,4,1176.8100000000002,5,4,4,544,Loyal Customers
16979,4994.0,8,2013.91,5,5,4,554,Loyal Customers
12362,4994.0,13,5187.580000000003,5,5,5,555,Champions
14140,4994.0,3,921.0499999999996,5,3,3,533,Others
14110,4994.0,13,6005.529999999996,5,5,5,555,Champions
18154,4994.0,2,381.77,5,2,2,522,Others
13994,4994.0,6,2254.5500000000006,5,4,5,545,Loyal Customers
17250,4994.0,2,375.69999999999993,5,2,2,522,Others
16133,4994.0,46,16856.64099999998,5,5,5,555,Champions
12877,4994.0,12,1608.3600000000004,5,5,4,554,Loyal Customers
17883,4994.0,4,905.5800000000003,5,4,3,543,Loyal Customers
13199,4994.0,39,10280.97,5,5,5,555,Champions
12820,4994.0,4,927.0599999999998,5,4,3,543,Loyal Customers
13694,4994.0,60,92393.99999999993,5,5,5,555,Champions
16313,4994.0,2,280.86999999999995,5,2,2,522,Others
15023,4994.0,12,7006.069999999989,5,5,5,555,Champions
18005,4994.0,2,256.3599999999999,5,2,2,522,Others
14825,4994.0,12,2172.029999999999,5,5,5,555,Champions
12417,4994.0,12,3592.5599999999995,5,5,5,555,Champions
15814,4994.0,6,1992.6100000000004,5,4,4,544,Loyal Customers
14293,4994.0,4,990.2399999999999,5,4,4,544,Loyal Customers
16620,4994.0,2,180.46000000000004,5,2,1,521,Others
16076,4994.0,11,2281.97,5,5,5,555,Champions
17914,4994.0,1,389.4999999999999,5,1,2,512,Others
16013,4994.0,54,33268.909999999996,5,5,5,555,Champions
16571,4994.0,5,1492.4299999999998,5,4,4,544,Loyal Customers
16528,4994.0,1,349.53,5,2,2,522,Others
12753,4994.0,11,23213.179999999997,5,5,5,555,Champions
12723,4994.0,5,729.73,5,4,3,543,Loyal Customers
14868,4994.0,9,2909.930000000002,5,5,5,555,Champions
17705,4994.0,10,1826.1199999999997,5,5,4,554,Loyal Customers
14735,4994.0,34,5740.45,5,5,5,555,Champions
14673,4994.0,5,1641.0599999999995,5,4,4,544,Loyal Customers
15157,4994.0,5,5300.86,5,4,5,545,Loyal Customers
13362,4994.0,5,3012.6299999999983,5,4,5,545,Loyal Customers
18167,4994.0,6,1317.2400000000002,5,4,4,544,Loyal Customers
13323,4994.0,5,748.5300000000001,5,4,3,543,Loyal Customers
17481,4994.0,5,1718.2399999999996,5,4,4,544,Loyal Customers
14907,4994.0,10,3382.339999999997,5,5,5,555,Champions
13755,4994.0,10,2851.609999999998,5,5,5,555,Champions
16016,4994.0,10,1513.1600000000008,5,5,4,554,Loyal Customers
14759,4995.0,3,1591.1599999999999,5,3,4,534,Others
16684,4995.0,31,75057.39999999997,5,5,5,555,Champions
14546,4995.0,9,2414.7700000000027,5,5,5,555,Champions
13001,4995.0,15,10159.810000000012,5,5,5,555,Champions
16597,4995.0,1,323.4,5,2,2,522,Others
12782,4995.0,6,2184.4400000000005,5,4,5,545,Loyal Customers
15854,4995.0,12,3037.8799999999983,5,5,5,555,Champions
13985,4995.0,16,6791.130000000003,5,5,5,555,Champions
12381,4995.0,6,1683.8300000000004,5,4,4,544,Loyal Customers
18044,4995.0,11,2021.5499999999997,5,5,4,554,Loyal Customers
17426,4995.0,7,4849.42,5,5,5,555,Champions
14777,4995.0,2,-17.45,5,2,1,521,Others
17676,4995.0,7,1299.3000000000006,5,5,4,554,Loyal Customers
12841,4995.0,26,3872.789999999996,5,5,5,555,Champions
14629,4995.0,3,980.3300000000008,5,3,4,534,Others
15033,4995.0,11,2667.470000000003,5,5,5,555,Champions
14696,4995.0,9,2876.059999999999,5,5,5,555,Champions
15932,4995.0,11,4026.080000000001,5,5,5,555,Champions
16360,4995.0,8,3434.6000000000004,5,5,5,555,Champions
15097,4995.0,1,412.41,5,1,2,512,Others
15358,4995.0,29,8091.709999999986,5,5,5,555,Champions
12367,4995.0,1,168.9,5,1,1,511,Others
13305,4995.0,10,1973.7399999999998,5,5,4,554,Loyal Customers
17218,4995.0,10,1920.3300000000006,5,5,4,554,Loyal Customers
14075,4995.0,3,941.7799999999996,5,3,3,533,Others
16379,4995.0,5,2240.46,5,4,5,545,Loyal Customers
13079,4995.0,5,332.90000000000003,5,4,2,542,Loyal Customers
13126,4995.0,10,4516.149999999999,5,5,5,555,Champions
15856,4995.0,31,16951.110000000008,5,5,5,555,Champions
15628,4995.0,10,2801.5000000000005,5,5,5,555,Champions
14931,4995.0,6,1056.8799999999997,5,4,4,544,Loyal Customers
15145,4995.0,4,1206.6900000000003,5,4,4,544,Loyal Customers
13173,4995.0,2,383.99999999999994,5,2,2,522,Others
17006,4995.0,4,786.84,5,4,3,543,Loyal Customers
15031,4995.0,4,691.4500000000003,5,4,3,543,Loyal Customers
17811,4995.0,51,7957.010000000002,5,5,5,555,Champions
12628,4995.0,4,762.11,5,4,3,543,Loyal Customers
14219,4995.0,1,122.94,5,1,1,511,Others
18015,4995.0,1,199.49999999999997,5,1,1,511,Others
17402,4995.0,13,2775.6899999999996,5,5,5,555,Champions
18180,4995.0,6,2532.869999999998,5,4,5,545,Loyal Customers
15690,4995.0,2,431.5199999999999,5,2,2,522,Others
15392,4995.0,5,1725.55,5,4,4,544,Loyal Customers
14649,4995.0,4,1429.450000000001,5,4,4,544,Loyal Customers
14608,4995.0,4,1876.03,5,4,4,544,Loyal Customers
17579,4995.0,4,500.4700000000001,5,4,3,543,Loyal Customers
14401,4995.0,14,7495.280000000002,5,5,5,555,Champions
16149,4995.0,2,354.44,5,2,2,522,Others
17254,4995.0,2,341.78,5,2,2,522,Others
13230,4995.0,15,2843.6499999999983,5,5,5,555,Champions
16910,4995.0,8,1695.7700000000016,5,5,4,554,Loyal Customers
15621,4995.0,6,1298.8500000000001,5,4,4,544,Loyal Customers
16851,4995.0,3,365.61,5,3,2,532,Others
13021,4995.0,12,2635.5800000000013,5,5,5,555,Champions
14083,4995.0,9,1065.6999999999996,5,5,4,554,Loyal Customers
15550,4995.0,4,575.41,5,4,3,543,Loyal Customers
13417,4995.0,2,601.65,5,3,3,533,Others
13311,4995.0,2,605.61,5,3,3,533,Others
12957,4995.0,12,3951.840000000002,5,5,5,555,Champions
18030,4995.0,3,171.89999999999998,5,3,1,531,Others
16904,4995.0,16,3732.169999999998,5,5,5,555,Champions
16057,4995.0,10,2074.8399999999992,5,5,4,554,Loyal Customers
13790,4995.0,1,889.6800000000001,5,2,3,523,Others
16811,4995.0,2,677.2499999999999,5,3,3,533,Others
17090,4995.0,8,2122.4800000000005,5,5,4,554,Loyal Customers
16513,4995.0,4,958.13,5,4,3,543,Loyal Customers
15572,4995.0,7,2532.0299999999984,5,4,5,545,Loyal Customers
16682,4995.0,5,1055.92,5,4,4,544,Loyal Customers
13083,4995.0,2,267.97,5,2,2,522,Others
17920,4995.0,17,4435.799999999996,5,5,5,555,Champions
14096,4995.0,34,29695.96000000017,5,5,5,555,Champions
14194,4995.0,32,12301.559999999983,5,5,5,555,Champions
16500,4995.0,6,379.58000000000004,5,4,2,542,Loyal Customers
12994,4995.0,5,906.84,5,4,3,543,Loyal Customers
16642,4995.0,3,1371.42,5,3,4,534,Others
15640,4995.0,17,12620.659999999982,5,5,5,555,Champions
12925,4995.0,2,720.4699999999999,5,3,3,533,Others
16600,4995.0,6,1985.2800000000004,5,4,4,544,Loyal Customers
15053,4995.0,3,871.5900000000003,5,3,3,533,Others
16968,4995.0,2,803.3900000000001,5,3,3,533,Others
14793,4995.0,2,206.94000000000003,5,2,1,521,Others
17404,4995.0,18,30038.889999999996,5,5,5,555,Champions
14198,4995.0,7,614.9399999999998,5,5,3,553,Loyal Customers
15274,4995.0,2,920.7800000000001,5,3,3,533,Others
16746,4995.0,19,8134.759999999997,5,5,5,555,Champions
16592,4995.0,19,3931.9200000000005,5,5,5,555,Champions
16873,4995.0,10,6894.749999999998,5,5,5,555,Champions
12683,4995.0,20,8409.490000000007,5,5,5,555,Champions
17817,4995.0,3,377.6500000000001,5,3,2,532,Others
16200,4995.0,2,1069.5999999999995,5,3,4,534,Others
